126,126,126,126,125,125,125,125,125,125,125,125,125,124,124,124,124,124,124,124
126,94,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,94,124
126,116,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,106,124
126,105,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,105,124
125,105,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,105,124
125,105,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,105,124
125,105,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,105,124
125,105,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,105,125
125,105,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,105,125
125,105,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,105,125
125,105,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,105,125
124,105,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,105,125
124,105,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,105,125
124,105,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,105,125
124,105,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,105,126
124,115,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,107,126
124,94,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,94,126
124,124,124,124,124,124,124,125,125,125,125,125,125,125,125,125,126,126,126,126
